7.707006369426752102e-01,7.766497461928933976e-01,7.870722433460075607e-01,8.017732742241925337e-01,8.341072182355424580e-01,8.347578347578347158e-01,8.599645479868320841e-01,8.735753482482060406e-01,8.811505065123009794e-01,8.892054447610002743e-01,8.982836240855374133e-01,9.018738921245884610e-01
7.579617834394904996e-01,7.639593908629441765e-01,7.959442332065905790e-01,8.062064597846738678e-01,8.395947657239341000e-01,8.493194048749603819e-01,8.511015446948594354e-01,8.659772055719713313e-01,8.827785817655571243e-01,8.983855650522317715e-01,8.887169386606640353e-01,9.027601924537858036e-01
7.133757961783439017e-01,7.512690355329949554e-01,7.617237008871989845e-01,7.701076630778973531e-01,8.353735753482481874e-01,8.509021842355175558e-01,8.559128893390731685e-01,8.775854791051076464e-01,8.739146164978291997e-01,8.828743273187718010e-01,8.989870568373663495e-01,9.093441377563939998e-01
7.197452229299362569e-01,7.868020304568528189e-01,7.566539923954372915e-01,8.087397086763774556e-01,8.319966230476995017e-01,8.287432731877176773e-01,8.450240567232211175e-01,8.733642887294217338e-01,8.757235890014472002e-01,8.806584362139917577e-01,8.878728193584692896e-01,9.013674347936185827e-01
8.025477707006369865e-01,7.055837563451776706e-01,7.794676806083650211e-01,8.347055098163395082e-01,8.201772899957787688e-01,8.322253877809433487e-01,8.541402886806787054e-01,8.545799915576192118e-01,8.764471780028944004e-01,8.868312757201646246e-01,8.987056837366347306e-01,8.969359331476323138e-01
7.006369426751591911e-01,7.715736040609136870e-01,8.060836501901140760e-01,8.005066497783407398e-01,8.319966230476995017e-01,8.372902817347261939e-01,8.574322613319828035e-01,8.706205149852258574e-01,8.744573082489146554e-01,8.831908831908832358e-01,8.912492965672481615e-01,8.993416054697391804e-01
7.707006369426752102e-01,7.639593908629441765e-01,7.972116603295310577e-01,8.119062697910069959e-01,8.353735753482481874e-01,8.309591642924976096e-01,8.599645479868320841e-01,8.691430983537357102e-01,8.771707670043414895e-01,8.917378917378917524e-01,9.048958919527293476e-01,9.006077487971638762e-01
7.197452229299362569e-01,7.309644670050761128e-01,7.934093789607097325e-01,7.872070930968967373e-01,8.298860278598564344e-01,8.496359607470718167e-01,8.495821727019499114e-01,8.659772055719713313e-01,8.708393632416787655e-01,8.817663817663817794e-01,8.927968486212718435e-01,9.033932641174980960e-01
6.942675159235668358e-01,7.842639593908629081e-01,8.225602027883396339e-01,8.011399620012665812e-01,8.100464330941326008e-01,8.290598290598291120e-01,8.462902000506457023e-01,8.640776699029125707e-01,8.751808972503617445e-01,8.771763216207660863e-01,8.991277433877321590e-01,9.046594074449227918e-01
7.070063694267515464e-01,7.614213197969542657e-01,7.579214195183776592e-01,8.055731475617479154e-01,8.134233853946812864e-01,8.363406141183918896e-01,8.564193466700430468e-01,8.607007176023638850e-01,8.863965267727930142e-01,8.892054447610002743e-01,8.923747889701744151e-01,9.012408204608761686e-01
