7.579617834394904996e-01,7.741116751269035978e-01,7.984790874524715365e-01,8.182393920202659654e-01,8.201772899957787688e-01,8.480531813865147539e-01,8.566725753355279860e-01,8.634444913465597615e-01,8.856729377713459250e-01,8.930041152263374915e-01,8.989870568373663495e-01,9.001012914661939979e-01
6.878980891719744806e-01,7.461928934010152448e-01,7.642585551330798310e-01,8.100063331222292495e-01,8.243984803714647924e-01,8.537511870845204687e-01,8.554064320081032902e-01,8.651329674968341044e-01,8.853111432706223249e-01,8.936372269705602500e-01,8.908272369161508442e-01,9.063053937705748409e-01
6.942675159235668358e-01,7.335025380710660237e-01,7.667934093789606775e-01,8.055731475617479154e-01,8.197551709582102664e-01,8.353909465020575853e-01,8.526209166877690704e-01,8.699873364288729372e-01,8.883863965267727592e-01,8.806584362139917577e-01,8.967360720315138423e-01,9.038997214484679743e-01
8.025477707006369865e-01,7.131979695431471811e-01,7.642585551330798310e-01,8.074730842305256617e-01,8.345293372731110715e-01,8.372902817347261939e-01,8.576854899974677426e-01,8.609117771211481918e-01,8.813314037626628350e-01,8.915796138018360351e-01,8.887169386606640353e-01,9.008609774626488154e-01
7.006369426751591911e-01,7.081218274111674704e-01,7.680608365019011563e-01,7.941735275490816592e-01,8.243984803714647924e-01,8.423551756885090391e-01,8.460369713851607631e-01,8.716758125791472800e-01,8.806078147612156348e-01,8.847736625514402986e-01,8.930782217220033514e-01,9.041529501139529135e-01
6.496815286624203489e-01,7.385786802030457343e-01,7.604562737642585057e-01,7.922735908803040239e-01,8.108906711692697167e-01,8.360240582462804548e-01,8.569258040010129251e-01,8.697762769100886304e-01,8.735528219971055996e-01,8.823994935106046489e-01,8.920934158694429073e-01,9.059255507723473766e-01
7.452229299363056780e-01,7.690355329949238872e-01,7.351077313054499296e-01,8.062064597846738678e-01,8.193330519206416529e-01,8.464704020259575801e-01,8.508483160293744962e-01,8.712536935415787775e-01,8.901953690303907596e-01,8.770180436847103689e-01,8.949071468767585413e-01,9.049126361104077310e-01
6.815286624203821253e-01,7.411167512690355341e-01,8.060836501901140760e-01,7.979734008866371520e-01,8.281975517095820916e-01,8.322253877809433487e-01,8.647758926310458172e-01,8.744195863233431565e-01,8.800651230101302902e-01,8.809749920861031924e-01,8.960326392796849060e-01,9.045327931121802667e-01
6.878980891719744806e-01,7.664974619289339763e-01,7.820025348542458676e-01,7.916402786573780714e-01,8.273533136344448646e-01,8.534346312124090339e-01,8.521144593567991921e-01,8.742085268045588498e-01,8.746382054992763999e-01,8.841405508072174291e-01,8.988463702870005401e-01,9.013674347936185827e-01
7.324840764331209675e-01,7.461928934010152448e-01,7.629911280101394633e-01,8.245725142495250459e-01,8.222878851836218361e-01,8.509021842355175558e-01,8.485692580400101548e-01,8.628113127902068413e-01,8.751808972503617445e-01,8.860398860398860377e-01,8.971581316826111596e-01,8.983286908077994237e-01
7.388535031847133228e-01,7.461928934010152448e-01,7.718631178707224816e-01,7.967067764407853581e-01,8.151118615449556293e-01,8.496359607470718167e-01,8.579387186629526818e-01,8.725200506542845069e-01,8.784370477568741453e-01,8.868312757201646246e-01,8.996904895891952858e-01,9.057989364396049625e-01
7.707006369426752102e-01,7.842639593908629081e-01,7.896070975918885182e-01,8.131728942368587898e-01,8.349514563106795739e-01,8.467869578980690148e-01,8.579387186629526818e-01,8.636555508653440683e-01,8.746382054992763999e-01,8.874643874643874941e-01,8.891389983117613527e-01,9.061787794378323158e-01
7.133757961783439017e-01,7.081218274111674704e-01,7.680608365019011563e-01,8.144395186827105837e-01,8.269311945968763622e-01,8.369737258626147591e-01,8.599645479868320841e-01,8.596454200084423514e-01,8.795224312590448346e-01,8.817663817663817794e-01,9.016601012943162852e-01,9.106102810838186956e-01
7.133757961783439017e-01,7.690355329949238872e-01,7.807351077313054999e-01,7.967067764407853581e-01,8.311523849725622748e-01,8.366571699905033244e-01,8.498354013674347396e-01,8.763191219924018061e-01,8.672214182344428757e-01,8.868312757201646246e-01,9.005346088913900315e-01,9.018738921245884610e-01
6.942675159235668358e-01,7.715736040609136870e-01,7.503168567807351197e-01,8.011399620012665812e-01,8.290417897847193185e-01,8.385565052231719330e-01,8.642694353000759389e-01,8.701983959476572439e-01,8.806078147612156348e-01,8.836657169990502769e-01,8.995498030388294763e-01,9.030134211192707427e-01
6.624203821656050595e-01,7.563451776649746661e-01,7.718631178707224816e-01,8.258391386953768398e-01,8.189109328830730394e-01,8.306426084203861748e-01,8.551532033426183510e-01,8.695652173913043237e-01,8.824167872648335242e-01,8.882557771446660810e-01,8.956105796285874776e-01,8.966827044821473747e-01
6.751592356687897700e-01,7.512690355329949554e-01,7.287705956907477578e-01,8.068397720075997093e-01,8.256648374841705218e-01,8.357075023741690201e-01,8.554064320081032902e-01,8.638666103841283750e-01,8.867583212735166143e-01,8.888888888888888395e-01,8.999718626899267937e-01,8.973157761458596671e-01
