13.702,0.015525,1,1,1
17.763,0.010858,1,1,1
21.437,0.026027,1,1,1
24.918,0.027194,1,1,1
29.366,0.034195,1,1,1
32.073,0.054033,1,1,1
29.172,0.085539,1,1,1
25.305,0.090206,1,1,1
21.824,0.065701,1,1,1
8.8674,0.063368,1,1,1
11.961,0.065701,1,1,1
4.6131,0.096041,1,1,1
13.702,0.13105,1,1,1
15.829,0.094874,1,1,1
17.956,0.082038,1,1,1
18.73,0.10654,1,1,1
23.177,0.10304,1,1,1
19.697,0.12405,1,1,1
19.89,0.14388,1,1,1
26.852,0.13805,1,1,1
35.167,0.12405,1,1,1
37.101,0.097208,1,1,1
38.454,0.091373,1,1,1
39.808,0.07387,1,1,1
37.488,0.064535,1,1,1
33.233,0.030695,1,1,1
31.686,0.0026893,1,1,1
35.167,0.022526,1,1,1
42.515,0.051699,1,1,1
42.709,0.089039,1,1,1
47.35,0.079704,1,1,1
51.217,0.083205,1,1,1
52.571,0.080871,1,1,1
43.676,0.11588,1,1,1
45.029,0.13571,1,1,1
47.157,0.14038,1,1,1
50.251,0.13571,1,1,1
57.019,0.10654,1,1,1
55.859,0.13221,1,1,1
60.886,0.10188,1,1,1
63.981,0.11821,1,1,1
62.24,0.13922,1,1,1
58.373,0.15439,1,1,1
59.533,0.15439,1,1,1
4.2263,0.18356,1,1,1
6.3535,0.16605,1,1,1
14.475,0.16372,1,1,1
16.216,0.17306,1,1,1
16.989,0.16955,1,1,1
25.111,0.17772,1,1,1
22.984,0.20573,1,1,1
21.05,0.22673,1,1,1
18.73,0.22673,1,1,1
14.282,0.23957,1,1,1
11.961,0.21623,1,1,1
11.768,0.26991,1,1,1
12.155,0.32242,1,1,1
10.221,0.37726,1,1,1
10.608,0.38193,1,1,1
19.117,0.25357,1,1,1
24.725,0.23723,1,1,1
25.111,0.2244,1,1,1
28.592,0.20573,1,1,1
30.139,0.19639,1,1,1
65.721,0.16022,1,1,1
66.881,0.17189,1,1,1
66.108,0.18239,1,1,1
69.202,0.20106,1,1,1
74.23,0.16022,1,1,1
78.677,0.20573,1,1,1
73.456,0.2244,1,1,1
74.23,0.23607,1,1,1
95.115,0.2069,1,1,1
89.7,0.24074,1,1,1
97.629,0.2174,1,1,1
113.68,0.20923,1,1,1
112.91,0.22907,1,1,1
122.38,0.23023,1,1,1
120.64,0.22206,1,1,1
122.19,0.20106,1,1,1
133.6,0.20339,1,1,1
138.04,0.21273,1,1,1
136.11,0.22206,1,1,1
158.74,0.20923,1,1,1
141.91,0.24424,1,1,1
141.53,0.27458,1,1,1
132.24,0.26407,1,1,1
124.9,0.2489,1,1,1
116.97,0.2454,1,1,1
115.23,0.24657,1,1,1
115.42,0.26057,1,1,1
94.148,0.24307,1,1,1
96.082,0.25824,1,1,1
44.256,0.15905,1,1,1
44.643,0.17072,1,1,1
45.803,0.17772,1,1,1
37.488,0.19406,1,1,1
33.427,0.19173,1,1,1
45.416,0.19989,1,1,1
43.869,0.2174,1,1,1
41.355,0.21506,1,1,1
40.582,0.22323,1,1,1
43.096,0.22907,1,1,1
41.742,0.2419,1,1,1
41.742,0.25124,1,1,1
43.676,0.25707,1,1,1
41.355,0.27341,1,1,1
47.157,0.22907,1,1,1
47.737,0.24774,1,1,1
50.251,0.2559,1,1,1
48.317,0.27574,1,1,1
50.251,0.19173,1,1,1
52.571,0.18472,1,1,1
