Coalescence,,Bouncing,,Separation 0,,Separation 1,,Separation 2,,Separation 3,,Separation 4,,C3,,C2,,C1,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
20.81080544470067,0.7229601518026566,19.87161632578197,0.7567467847353995,55.656237324960365,0.839763862534261,57.67589212582023,0.8041851149061776,77.99708294845334,0.7462049335863378,100.9749305640253,0.7857368753953194,114.91065899333361,0.7488403963736032,33.63361693906874,0.9992093611638204,49.78147955905124,-0.0022664979970483667,1.2457883807685128,0.00432215897111532
28.97303460658096,0.7248576850094878,20.297111595815657,0.731709888256378,56.22926335939329,0.8199978916297702,67.57010488590379,0.8331752055660975,79.32155072678896,0.7857368753953194,114.7725040158308,0.7659709044908287,123.04001774938888,0.7277566940754796,35.646102020537235,0.9465001054185116,59.534779757250654,0.03726544381193331,1.2866006296116659,0.10183428209993672
36.496342497652904,0.7001897533206831,26.110650988460065,0.7330276196500105,56.367969853772415,0.8041851149061776,71.20542837576392,0.8384461311406284,80.4962816732203,0.8147269660552394,104.85788513132565,0.6882247522664979,123.90975986324906,0.7224857685009487,41.55643262496507,0.8318574741724647,71.46519282448185,0.07020872865275152,1.47384060910154,0.20198186801602358
47.81902808859694,0.7533206831119545,29.458634185789343,0.7462049335863378,53.15759011706971,0.7725595614589922,66.38158601756598,0.7712418300653595,81.64729739397248,0.7870546067889521,124.61652874017477,0.6750474383301708,,,49.06919551336296,0.726438962681847,84.26369345494442,0.09392789373814026,2.1086365336754653,0.32980181319839763
49.26881153155606,0.7172675521821632,31.930257066743323,0.7488403963736032,60.99850554684159,0.7567467847353995,63.89727824845806,0.7382985452245414,84.27086317433577,0.8055028462998103,130.72347511098886,0.6829538266919671,,,60.65325598230357,0.6262913767657601,98.3673587730735,0.11105840185536575,3.170030762035598,0.4352203246890154
55.9486956941029,0.6774193548387097,32.80882345062365,0.7646531730971959,62.14786671696502,0.7251212312882143,71.00440047436757,0.7053552603837234,82.97286820606058,0.8292220113851994,,,,,75.87705207611438,0.5419565675732659,111.88641620236825,0.12028252161079478,5.545965464958666,0.5564516129032258
64.72522641343534,0.6470588235294118,32.82040530502508,0.792325532363483,61.25771847868325,0.6816360952983345,89.52240687007242,0.8529411764705883,85.31516037953187,0.8700716845878137,,,,,94.01561486095315,0.4773877292852625,123.22505166137373,0.12818890997259125,9.796781788723656,0.6434218848829855
63.2500290728182,0.6223908918406073,24.531933930169146,0.7804659498207885,63.85150234772858,0.6289268395530255,90.53692216395055,0.8463525195024246,95.32546744206789,0.8292220113851994,,,,,113.61293978349659,0.42599620493358625,135.1444343910797,0.1347775669407547,15.346696114516337,0.7093084545646215
69.32117096802557,0.6280834914611007,26.86098969861021,0.7896900695762177,69.09256722281631,0.6513282732447818,104.46492935699123,0.7910078009698502,94.73313831696592,0.8028673835125448,,,,,133.07155821166086,0.3904174573055027,148.08164151592138,0.14268395530255096,24.956326166450324,0.7527935905545013
69.52090831993146,0.6053130929791272,26.57144333857432,0.792325532363483,66.6319746793875,0.6750474383301708,94.42594341688974,0.7633354417035632,89.34399116060268,0.773877292852625,,,,,154.56582543009657,0.3574741724646847,154.76712908993102,0.14400168669618396,38.34274378700482,0.792325532363483
69.50581881819704,0.5692599620493359,27.01348411489579,0.806820577693443,65.19527321673323,0.7145793801391525,122.23452735161285,0.5393211047860005,87.45587313473055,0.7765127556398904,,,,,,,,,51.4307907775033,0.8134092346616066
68.66318927397373,0.5559772296015181,17.991771053053725,0.7791482184271559,66.9479938494838,0.7356630824372761,103.20030115972972,0.5472274931477968,90.49114626322108,0.7369808138309087,,,,,,,,,63.93312684541488,0.8239510858106684
73.06972087258163,0.5844402277039848,37.90180604443588,0.7804659498207885,68.55152916720638,0.7475226649799706,104.80935164621488,0.5722643896268185,91.20067272452806,0.6961311406282944,,,,,,,,,75.27396837192535,0.8371283997469956
76.4060891244969,0.5559772296015181,41.963727838082214,0.7633354417035632,69.27098293228602,0.7303921568627452,129.7693509150611,0.48661184904069155,92.76394731028373,0.6117963314358001,,,,,,,,,87.77520140608442,0.845034788108792
77.86222604187054,0.5351043643263759,43.268341008872504,0.7554290533417669,69.26491624664718,0.7158971115327852,139.08667702257787,0.5261437908496732,103.68701480302815,0.6684587813620072,,,,,,,,,103.76533019945691,0.8555766392578537
77.63866316091026,0.5009487666034157,43.717551504585316,0.7870546067889521,74.64744520049533,0.7290744254691124,,,105.4656567289629,0.7514758591608687,,,,,,,,,114.95698641093935,0.8595298334387519
85.18976750254566,0.5426944971537002,47.06332863440956,0.7949609951507486,76.23002287692003,0.6908602150537635,,,105.06497971836086,0.8358106683533629,,,,,,,,,126.14864262242182,0.8634830276196501
100.02632153686008,0.49146110056926007,43.725272740852944,0.8055028462998103,74.18941043476235,0.6763651697238036,,,113.10885335859598,0.6104786000421675,,,,,,,,,134.72390277293235,0.8661184904069155
98.55033001194113,0.46489563567362435,60.002190309880014,0.806820577693443,74.7662970873291,0.6658233185747418,,,114.11288983182521,0.5788530465949822,,,,,,,,,147.07815655956844,0.8700716845878137
97.91537966264187,0.44781783681214427,60.59010729997194,0.8226333544170357,75.19841055987789,0.6565991988193127,,,116.87791969094889,0.5880771663504111,,,,,,,,,154.34549443803112,0.8727071473750792
94.56709864619941,0.44781783681214427,65.25152793811162,0.8489879822896902,77.07329218071982,0.622338182584862,,,126.48203457412029,0.6183849884039637,,,,,,,,,,
96.85633489617459,0.41745730550284643,67.8739906847224,0.8648007590132828,83.46813036094102,0.6236559139784946,,,128.95751807320806,0.6302445709466582,,,,,,,,,,
103.5854584854338,0.4952561669829223,71.35847430892574,0.8568943706514864,83.06083514782387,0.6921779464473963,,,128.95751807320806,0.6302445709466582,,,,,,,,,,
106.0926983262566,0.48576850094876667,94.76071416077886,0.868753953194181,85.24346318561822,0.6987666034155597,,,,,,,,,,,,,,
105.45615960835369,0.46489563567362435,138.22603493717597,0.9003795066413662,82.92929837283614,0.7251212312882143,,,,,,,,,,,,,,
106.07125535010763,0.4345351043643265,127.48028012014876,0.9201454775458571,85.26166324253478,0.7422517394054396,,,,,,,,,,,,,,
104.38599626166103,0.4079696394686908,129.81154195609486,0.934640522875817,86.45735183026392,0.8213156230234029,,,,,,,,,,,,,,
113.40356191659365,0.45351043643263766,141.45516624767143,0.9768079274720641,84.28189351186094,0.8318574741724647,,,,,,,,,,,,,,
119.4540550199539,0.40986717267552186,104.83334263033211,0.9768079274720641,100.56101714839303,0.8384461311406284,,,,,,,,,,,,,,
128.45176606734117,0.4079696394686908,92.33652173118313,0.9794433902593296,100.25933741707948,0.8120915032679739,,,,,,,,,,,,,,
137.64842028233255,0.3814041745730551,79.38552668443498,0.9385937170567152,96.33336453343094,0.806820577693443,,,,,,,,,,,,,,
143.72194473044536,0.3927893738140418,79.23137771752062,0.9175100147585917,95.88746313897565,0.783101412608054,,,,,,,,,,,,,,
145.99609147868608,0.3263757115749526,68.46190767481431,0.8806135357368754,90.88961720631806,0.6473750790638837,,,,,,,,,,,,,,
121.94541117474043,0.36242884250474383,57.8311441264871,0.8279042799915666,89.72040142864935,0.631562302340291,,,,,,,,,,,,,,
127.58531099406349,0.3377609108159394,56.534803708840705,0.8555766392578537,94.37796144865521,0.6486928104575164,,,,,,,,,,,,,,
133.42812490249972,0.29791271347248593,57.7018134190044,0.8661184904069155,91.74501988139554,0.607843137254902,,,,,,,,,,,,,,
108.13692871912255,0.3700189753320684,41.41110792807086,0.8318574741724647,104.2434953311733,0.6091608686485347,,,,,,,,,,,,,,
118.15874042369734,0.3149905123339659,42.14048899692318,0.8384461311406284,94.1846547835265,0.5340501792114696,,,,,,,,,,,,,,
105.20241772392453,0.3586337760910817,41.419932198091004,0.8529411764705883,97.94434532898299,0.489247311827957,,,,,,,,,,,,,,
46.1258271571322,0.7077798861480077,36.460140929895275,0.8081383090870757,99.56111705173578,0.5327324478178368,,,,,,,,,,,,,,
43.60826292038587,0.6925996204933587,33.418249598889666,0.8318574741724647,101.74429660640638,0.5406388361796332,,,,,,,,,,,,,,
53.21948134092347,0.6565464895635674,26.736071126137595,0.8384461311406284,104.223640723628,0.5617225384777567,,,,,,,,,,,,,,
55.4991873792769,0.6034155597722961,22.386257523084133,0.8621652962260173,106.54883587393525,0.5617225384777567,,,,,,,,,,,,,,
29.16880103697779,0.6925996204933587,17.43694507553733,0.8423993253215265,103.04339460843408,0.5195551338815095,,,,,,,,,,,,,,
24.98106721351929,0.6869070208728654,32.285433935054016,0.9030149694286318,111.15841392570661,0.46421041534893526,,,,,,,,,,,,,,
53.37117054256971,0.018975332068311257,30.974754078624883,0.8964263124604681,116.24312376637494,0.46025722116803713,,,,,,,,,,,,,,
56.10594418586182,0.05313092979127143,30.109975616651028,0.9135568205776935,120.45367935817305,0.451033101412608,,,,,,,,,,,,,,
55.90700101825772,0.07779886148007598,30.549810325467455,0.9227809403331225,121.33169422517713,0.46552814674256804,,,,,,,,,,,,,,
58.820069037306816,0.037950664136622514,32.29867034008423,0.934640522875817,128.16030042857594,0.4615749525616698,,,,,,,,,,,,,,
62.38158853878597,0.04743833017077814,22.705034277561744,0.9293695973012861,134.54300523751945,0.4339025932953827,,,,,,,,,,,,,,
63.22421808300928,0.06072106261859589,26.93599599378141,0.9689015391102678,56.62221913372773,0.022770398481973375,,,,,,,,,,,,,,
65.73860558254836,0.06831119544592035,19.819497980975505,0.9794433902593296,57.19855426941822,0.010910815939278784,,,,,,,,,,,,,,
64.08193712896701,0.11005692599620498,37.07949438193395,0.8990617752477336,64.7714324973283,0.0491250263546279,,,,,,,,,,,,,,
65.76322529590456,0.12713472485768507,43.33452303402356,0.9135568205776935,70.42365320366702,0.012228547332911566,,,,,,,,,,,,,,
64.50841409904046,0.12903225806451624,45.64537874554809,0.8792958043432427,75.37682626934762,0.04121863799283143,,,,,,,,,,,,,,
68.67708749925544,0.08918406072106277,67.49206524791316,0.9939384355892895,79.7398762774313,0.0491250263546279,,,,,,,,,,,,,,
76.21548489206185,0.10056925996204957,,,89.0318326086402,0.02804132405650428,,,,,,,,,,,,,,
80.38733502948409,0.06831119544592035,,,99.50072595378543,0.04121863799283143,,,,,,,,,,,,,,
83.97109169141402,0.1309297912713474,,,102.11160684599477,0.02935905545013706,,,,,,,,,,,,,,
88.37365236851286,0.14990512333965844,,,102.69952383608668,0.045171832173729554,,,,,,,,,,,,,,
91.69969622450455,0.09677419354838723,,,106.64149070914672,0.08865696816360935,,,,,,,,,,,,,,
92.94815394695416,0.07969639468690715,,,111.73502481983522,0.10578747628083485,,,,,,,,,,,,,,
93.15106803606733,0.06451612903225823,,,114.21602348768559,0.1308243727598566,,,,,,,,,,,,,,
96.51285018564059,0.09677419354838723,,,114.22374472395322,0.14927261227071464,,,,,,,,,,,,,,
97.98407660474865,0.11195445920303615,,,129.05568807718214,0.17035631456883826,,,,,,,,,,,,,,
99.021678395067,0.09108159392789394,,,129.33144651531157,0.1347775669407547,,,,,,,,,,,,,,
104.03615807671255,0.07210626185958269,,,131.08140956368086,0.14927261227071464,,,,,,,,,,,,,,
107.39238093617311,0.09108159392789394,,,122.63382557002424,0.10446974488720207,,,,,,,,,,,,,,
110.33006866857838,0.11005692599620498,,,119.14437829393458,0.10051655070630394,,,,,,,,,,,,,,
95.47921931683132,0.12713472485768507,,,117.68616767310621,0.08865696816360935,,,,,,,,,,,,,,
98.63252808717874,0.16129032258064524,,,111.28140218911233,0.06362007168458761,,,,,,,,,,,,,,
98.64444085170595,0.18975332068311201,,,111.26706275032959,0.02935905545013706,,,,,,,,,,,,,,
94.6667687760769,0.1859582542694499,,,118.69296173071672,0.06362007168458761,,,,,,,,,,,,,,
101.99033931524295,0.18406072106261873,,,122.02991459052083,0.05044275774826046,,,,,,,,,,,,,,
103.86739391257734,0.1688804554079697,,,120.99223558783982,0.0016866961838499783,,,,,,,,,,,,,,
105.95689281064662,0.16129032258064524,,,128.8601753445484,0.05044275774826046,,,,,,,,,,,,,,
108.05512773603584,0.1745730550284632,,,133.21660715011697,0.04253636938646421,,,,,,,,,,,,,,
118.73015602885158,0.18026565464895639,,,134.2278133427375,0.02804132405650428,,,,,,,,,,,,,,
113.09184457813217,0.20872865275142327,,,140.64967584989543,0.09392789373814026,,,,,,,,,,,,,,
112.48151394218905,0.2504743833017079,,,146.13782028554715,0.012228547332911566,,,,,,,,,,,,,,
116.87930951347704,0.25806451612903225,,,,,,,,,,,,,,,,,,
118.537566335662,0.22011385199240996,,,,,,,,,,,,,,,,,,
122.09908583714119,0.22960151802656548,,,,,,,,,,,,,,,,,,
126.68152925860059,0.17836812144212533,,,,,,,,,,,,,,,,,,
130.66952573015323,0.2068311195445921,,,,,,,,,,,,,,,,,,
132.3476371598835,0.21631878557874773,,,,,,,,,,,,,,,,,,
25.5937804023678,0.6508538899430741,,,,,,,,,,,,,,,,,,
28.519555370245882,0.6413662239089185,,,,,,,,,,,,,,,,,,
26.42052626055486,0.6261859582542696,,,,,,,,,,,,,,,,,,
26.621057796762564,0.6053130929791272,,,,,,,,,,,,,,,,,,
24.72891369769375,0.5844402277039848,,,,,,,,,,,,,,,,,,
27.015767394763486,0.5483870967741937,,,,,,,,,,,,,,,,,,
27.007031367443545,0.5275142314990513,,,,,,,,,,,,,,,,,,
30.780200985355805,0.5426944971537002,,,,,,,,,,,,,,,,,,
32.03898310372898,0.5502846299810248,,,,,,,,,,,,,,,,,,
33.0630837609165,0.49715370018975347,,,,,,,,,,,,,,,,,,
36.84498940614869,0.5332068311195447,,,,,,,,,,,,,,,,,,
43.96961677771065,0.5559772296015181,,,,,,,,,,,,,,,,,,
44.39371119487865,0.5692599620493359,,,,,,,,,,,,,,,,,,
41.26978724369829,0.6053130929791272,,,,,,,,,,,,,,,,,,
44.83527766668652,0.6242884250474384,,,,,,,,,,,,,,,,,,
44.21938774063075,0.6527514231499052,,,,,,,,,,,,,,,,,,
42.13465394837235,0.6717267552182165,,,,,,,,,,,,,,,,,,
49.8386387681067,0.5787476280834916,,,,,,,,,,,,,,,,,,
49.199717497298344,0.5521821631878558,,,,,,,,,,,,,,,,,,
64.45401247436627,0.4990512333965845,,,,,,,,,,,,,,,,,,
80.12128328837682,0.43263757115749546,,,,,,,,,,,,,,,,,,
86.40089856281006,0.4364326375711576,,,,,,,,,,,,,,,,,,
86.60143009901776,0.41555977229601526,,,,,,,,,,,,,,,,,,
84.07433565064969,0.37760910815939286,,,,,,,,,,,,,,,,,,
96.62324180359258,0.36053130929791277,,,,,,,,,,,,,,,,,,
96.82218497119663,0.3358633776091082,,,,,,,,,,,,,,,,,,
99.92546013052987,0.2504743833017079,,,,,,,,,,,,,,,,,,
91.16878401874277,0.3282732447817839,,,,,,,,,,,,,,,,,,
86.50930472000749,0.1954459203036054,,,,,,,,,,,,,,,,,,
80.87337582219348,0.22960151802656548,,,,,,,,,,,,,,,,,,
68.93241775228827,0.19924098671726764,,,,,,,,,,,,,,,,,,
67.12207463630614,0.3738140417457305,,,,,,,,,,,,,,,,,,
63.14916766648799,0.3814041745730551,,,,,,,,,,,,,,,,,,
66.096385610515,0.42314990512333983,,,,,,,,,,,,,,,,,,
40.76389184344358,0.3965844402277041,,,,,,,,,,,,,,,,,,
32.39477767094108,0.40037950664136623,,,,,,,,,,,,,,,,,,
25.92336688762009,0.43833017077798864,,,,,,,,,,,,,,,,,,
19.190272376851794,0.35104364326375714,,,,,,,,,,,,,,,,,,
26.51781383752691,0.3586337760910817,,,,,,,,,,,,,,,,,,
29.85338790514036,0.3282732447817839,,,,,,,,,,,,,,,,,,
55.391972498532176,0.347248576850095,,,,,,,,,,,,,,,,,,
56.00945079319157,0.32258064516129037,,,,,,,,,,,,,,,,,,
49.92798450206063,0.29222011385199254,,,,,,,,,,,,,,,,,,
46.9934735068626,0.28083491461100585,,,,,,,,,,,,,,,,,,
40.71306404812756,0.27514231499051245,,,,,,,,,,,,,,,,,,
38.619594228549225,0.2732447817836813,,,,,,,,,,,,,,,,,,
28.14430328763938,0.2447817836812145,,,,,,,,,,,,,,,,,,
21.65065534386762,0.22960151802656548,,,,,,,,,,,,,,,,,,
37.555784356271076,0.23149905123339676,,,,,,,,,,,,,,,,,,
41.32974815848515,0.24857685009487673,,,,,,,,,,,,,,,,,,
42.58297098674563,0.24288425047438345,,,,,,,,,,,,,,,,,,
32.92727824530652,0.17267552182163193,,,,,,,,,,,,,,,,,,
53.83815091203558,0.13472485768500952,,,,,,,,,,,,,,,,,,
29.990384697203055,0.15559772296015195,,,,,,,,,,,,,,,,,,
27.259581975419998,0.1309297912713474,,,,,,,,,,,,,,,,,,
24.52083741061881,0.0872865275142316,,,,,,,,,,,,,,,,,,
28.268593130873064,0.041745730550284854,,,,,,,,,,,,,,,,,,
30.57450725118631,0.05123339658444048,,,,,,,,,,,,,,,,,,
36.23823259956377,0.08349146110056926,,,,,,,,,,,,,,,,,,
43.144062195976325,0.08349146110056926,,,,,,,,,,,,,,,,,,
43.12738432563825,0.0436432637571158,,,,,,,,,,,,,,,,,,
36.85094578841228,0.04743833017077814,,,,,,,,,,,,,,,,,,
47.30955885898407,0.036053130929791344,,,,,,,,,,,,,,,,,,
44.9957028956527,0.007590132827324458,,,,,,,,,,,,,,,,,,
40.60505498308103,0.017077798861480087,,,,,,,,,,,,,,,,,,
36.207259411793075,0.009487666034155628,,,,,,,,,,,,,,,,,,
34.32941063015687,0.022770398481973597,,,,,,,,,,,,,,,,,,
32.43806071538988,0.00379506641366234,,,,,,,,,,,,,,,,,,
29.7247300482467,0.020872865275142427,,,,,,,,,,,,,,,,,,
29.09136806755106,0.007590132827324458,,,,,,,,,,,,,,,,,,
