Coalescence,,Stretching,,Reflexive,,C3,,C2,
X,Y,X,Y,X,Y,X,Y,X,Y
12.551731015340637,0.041667359183605646,12.634379764201759,0.9881209421655184,30.477292747307878,0.005762748229548809,10.10853125467449,0.7123173832831953,35.101845318409225,0.00046990422113002417
12.566085002802806,0.06710262496657049,25.341587127948422,0.9052923907246047,31.3779676869078,0.0017587412006279113,17.06250934897868,0.634766566390214,43.13433670223937,0.034044636368169234
12.575906152119027,0.08450570155491466,22.16391649303379,0.8744600256558641,39.98688498829773,0.0567601992635649,25.716301748013485,0.5692866974798932,51.49938731137729,0.05691431576052719
21.791770481251426,0.015017292777526503,21.92836000404934,0.8570539271754225,39.72941978160787,0.0005318530091247275,33.48377319491053,0.5332461013814581,61.218849958524544,0.07980212650546892
26.638281026899378,0.003033979665687969,22.145029667425668,0.840992570678279,56.09523190755429,0.0007509401861789389,44.07066996858743,0.493227184336929,71.49811811669642,0.09466530278603347
68.80818086628582,0.128096495058451,25.303813476732188,0.8383574807694344,65.01253329747355,0.0022090031231254414,55.34232749151228,0.4666043149597259,79.63063412894718,0.10548367649436341
68.75877293049498,0.2405456328370884,25.409881889347382,0.8263107079235524,69.07425846545298,-0.00041399921732998557,69.88488102055341,0.4360091684206234,89.00393903634885,0.11497997241012525
68.7776597561031,0.2740130878146735,26.625740174695586,0.7808115895605717,68.76209701180201,0.04643590491314331,82.17688041013122,0.41743208675247845,99.95814679445243,0.12583611976967157
68.88418145253289,0.4627695338882536,25.158460466852112,0.7807919472619393,68.7983597169696,0.11069341847010672,100.10924139931738,0.3935757595903525,,
39.76432263533166,0.46237970980770193,25.263017933418652,0.7660677780178504,99.0963031683028,-0.0013507857674925905,,,,
40.01196669270531,0.501204979473798,25.366819926960872,0.7500049105746583,,,,,,
34.35347374051315,0.4743554681892975,34.32113949507205,0.8170591852676719,,,,,,
25.320736072477068,0.6683443204293507,39.83805680250576,0.7930366540401943,,,,,,
25.284171178099747,0.8035513275927458,68.85033626104315,0.8027958545684212,,,,,,
21.967191317499626,0.7258630146093374,68.87556906005558,0.6475083744184749,,,,,,
12.457296887300048,0.8743300842956803,68.86876980283665,0.6354600906265442,,,,,,
12.74951385310885,0.9921385477088772,68.84610561210691,0.5952991446534421,,,,,,
21.91808557091852,0.6388476316676162,39.89275304946686,0.6899584036552808,,,,,,
21.901465164383374,0.6093962712873413,39.79801673221655,0.7220856494877139,,,,,,
26.735888141642135,0.575993786989848,26.524506789436074,0.6014260308807156,,,,,,
25.146675087672648,0.5599082553559261,39.7900087181587,0.5078954485772178,,,,,,
21.75837857357628,0.5558468323771564,39.88852240053065,0.4824616937403018,,,,,,
21.750068370308703,0.541121152187019,34.453498368933744,0.45159910975058826,,,,,,
21.856892255948217,0.5304130775402404,,,,,,,,
25.244433297020265,0.5331358023199066,,,,,,,,
26.471623677733348,0.5077171569434772,,,,,,,,
25.11041238250506,0.4956507417989626,,,,,,,,
12.656439576512048,0.4272109295793376,,,,,,,,
12.397463423773528,0.36830518692669056,,,,,,,,
12.474068388440054,0.30404918431577566,,,,,,,,
12.564271867544429,0.2638897492887222,,,,,,,,
12.519698959109272,0.18490655554162116,,,,,,,,
21.821989402224418,0.06856522074166294,,,,,,,,
21.850697377148755,0.11943575230759229,,,,,,,,
22.00058322517478,0.1850334750097078,,,,,,,,
21.81413248277144,0.2546427594709876,,,,,,,,
21.944376032165017,0.2854343289964144,,,,,,,,
25.24549095925432,0.33500997979865144,,,,,,,,
25.153021061076977,0.37115332022839465,,,,,,,,
25.164353156441848,0.39123379321494567,,,,,,,,
25.169641467612124,0.4006046806086695,,,,,,,,
24.95599369633309,0.4220208299022268,,,,,,,,
34.3575532948445,0.2815844384644558,,,,,,,,
39.892601954862,0.28969066401545995,,,,,,,,
39.87749249437551,0.26291670003339196,,,,,,,,
34.316757751530965,0.20929473571287194,,,,,,,,
25.264679974072166,0.16901291405587782,,,,,,,,
25.363949129468438,0.14491785741806518,,,,,,,,
25.113283179997495,0.10073779495555546,,,,,,,,
25.330708316398145,0.08601513665751526,,,,,,,,
25.202731186077543,0.05923966172939865,,,,,,,,
