Coalescence,,Stretching,,Reflexive,,C3,,C2,
X,Y,X,Y,X,Y,X,Y,X,Y
82.85102873593172,0.2045760430686404,7.024100411739639,0.8102288021534318,18.7916376691183,-0.001345895020188781,10.08869417524841,0.6541049798115746,18.564920273348523,0
82.91755703191826,0.28802153432032285,7.012297004387186,0.7954239569313591,22.58988218053388,0.04845222072678301,16.729107202531143,0.5545087483176311,23.504263022837296,0.05248990578734847
53.18983251424841,0.2866756393001344,8.969976423843491,0.8223418573351277,23.275399553003435,0.05114401076715991,24.64060923976859,0.4777927321668908,30.832186205649077,0.1009421265141317
53.2080741437931,0.3095558546433377,9.171860676871756,0.9327052489905786,29.263406064805306,0.1332436069986539,35.634793379054926,0.4104979811574696,41.57374676939209,0.14535666218034982
41.73577536123025,0.348586810228802,22.597546730762748,0.915208613728129,34.133001407211424,0.09825033647375492,49.144329612449695,0.35531628532974413,54.5824812908329,0.17631224764468356
29.36519129184462,0.4037685060565275,22.571793841993763,0.8829071332436068,39.829908301321055,0.1009421265141317,62.21545357275345,0.3216689098250335,67.35484108321556,0.19650067294750995
22.606590900032803,0.49798115746971716,19.629986173151384,0.7644683714670255,53.09755132949289,0.17092866756392977,73.01833053832736,0.30013458950201866,80.57634351900963,0.20861372812920576
19.665702977217887,0.5235531628532973,19.77729882855014,0.6635262449528936,82.70923455669775,0.16958277254374143,83.7083853245324,0.27994616419919227,91.40390033632048,0.21803499327052467
19.732231273204423,0.6069986541049797,22.550639683362103,0.5706594885598921,83.02087516900335,0.13189771197846556,92.9231674826858,0.266487213997308,99.83643849811605,0.22341857335127846
8.863899048676021,0.5464333781965005,29.3038748900137,0.4697173620457602,82.71046088473437,0.02826379542395685,99.63869310221139,0.26110363391655433,,
8.992816783525509,0.5652759084791386,29.368257111936156,0.5504710632570659,100.03862933315348,0.04845222072678301,,,,
9.148560444176013,0.617765814266487,34.11506635967588,0.7900403768506055,96.58314350797268,0,,,,
8.94544986311113,0.6487213997308208,34.228961576076784,0.7900403768506055,82.56973974253245,-0.0053835800807537915,,,,
9.226892147514999,0.716016150740242,34.221756898861656,0.4952893674293404,82.81040661971875,0.010767160161507139,,,,
9.063483936635627,0.7967698519515476,41.798011509088624,0.42664872139973065,80.29720059967443,0.0013458950201883368,,,,
6.982251967490043,0.7577388963660834,53.38313247102033,0.3862718707940779,69.47500896752378,-0.001345895020188781,,,,
5.125591320050152,0.7146702557200537,41.97107705325638,0.3580080753701209,52.95805651532757,-0.004037685060565455,,,,
5.057989987031576,0.6298788694481829,53.233827032562075,0.3418573351278599,52.97093295971206,0.012113055181695476,,,,
7.22215238965347,0.4872139973082098,82.8154652228698,0.30282637954239555,44.41913439635536,0,,,,
8.974881735989968,0.2570659488559891,82.80458156154482,0.43203230148048444,39.294922695346386,0.0013458950201883368,,,,
14.102312548095053,0.2597577388963659,82.7204248000319,0.7550471063257065,29.04220714520031,-0.001345895020188781,,,,
14.091582177774644,0.24629878869448163,53.17971530794631,0.7025572005383578,29.30540780005948,0.043068640646029444,,,,
9.078199873075043,0.1009421265141317,53.36259147640699,0.503364737550471,23.691278048421555,0.0013458950201883368,,,,
16.173120728929387,0,,,22.209567198177677,0,,,,
22.7273842116397,0.07806191117092853,,,,,,,,
19.786496288824782,0.1036339165545086,,,,,,,,
14.107831024259834,0.12382234185733498,,,,,,,,
22.449007747327368,0.15746971736204562,,,,,,,,
22.488710117512884,0.20726783310901742,,,,,,,,
29.31598487937531,0.19919246298788673,,,,,,,,
34.19738362913387,0.17900403768506046,,,,,,,,
34.17699592552509,0.15343203230148028,,,,,,,,
29.243938107224,0.2516823687752354,,,,,,,,
29.280421366313387,0.29744279946164187,,,,,,,,
23.186950643362348,0.3687752355316284,,,,,,,,
22.522894011533612,0.39300134589502,,,,,,,,
34.29502999904959,0.3014804845222071,,,,,,,,
